mid,author,aid,title,created,length,pic,duration,tid,tname,view,danmaku,reply,like,coin,favorite
43536,黑桐谷歌,328133,黑桐谷歌【幽灵行动4未来战士】07 收拾残局,1344217500,35:31,//i0.hdslb.com/bfs/archive/df9e4046f73fc485a38e05144399beb25af0273e.jpg,2131,17,单机游戏,29581,5112,102,13,52,67
927587,木鱼水心,13664530,【二十二】木鱼三分钟影评——当曾经的愤怒变成悲伤,1503378791,06:54,//i2.hdslb.com/bfs/archive/d95a55b9d447247ec4d67020b617e98da3b1d35d.jpg,414,182,影视杂谈,446653,3762,6982,1927,23828,6049
946974,影视飓风,10092895,【NAB2017】：大疆家族的新伙伴,1493119973,05:04,//i0.hdslb.com/bfs/archive/1071556d9929aed5a6c6ed350217137d4a69aa03.jpg,304,190,摄影摄像,8669,99,42,6,76,21
562197,中国BOY超级大猩猩,1573342,【中国BOY】无尽梦魇，看那里有个妹子,1412075084,18:49,//i0.hdslb.com/bfs/archive/8801e2ff499b5ed882beaf06855c1216c35f0c47.jpg,1129,17,单机游戏,41983,1138,235,264,116,484
617285,芒果冰OL,22626448,少女养成计划prprpr,1524824112,06:33,//i2.hdslb.com/bfs/archive/836909e84eb68aba8ebec2552816ac7b2b1bf4e4.jpg,393,172,手机游戏,75316,513,244,904,729,219
7349,STN工作室,24707251,【屎O说】电竞需要被传统体育介入吗？,1528720649,08:14,//i2.hdslb.com/bfs/archive/6dc50b1773198b00d29d94a324c88c741143838b.jpg,494,171,电子竞技,190783,1594,1997,2756,3327,1022
10462362,天天卡牌,5243294,【逗鱼时刻】第78期  涛妹与猪，方丈与猴,1467911700,14:26,//i1.hdslb.com/bfs/archive/d79d10389f18a78c6e1c19d2a8d602ced58e5970.jpg,867,171,电子竞技,1114701,6221,945,229,3815,1051
808171,吃素的狮子,30195741,【梗百科61】联盟狗？部落猪！？战火无法停息的艾泽拉斯！！？？,1535113240,12:05,//i0.hdslb.com/bfs/archive/358cd358c48308b2bbb85d252b602953d70046c3.jpg,725,65,网络游戏,337507,4434,2263,11117,6866,3773
927587,木鱼水心,19726584,【红海行动】木鱼三分钟影评——自然流露的主旋律情怀,1518910087,05:52,//i2.hdslb.com/bfs/archive/36c85fc98373bd911c86b3bdb1dc18fff1a093cb.jpg,352,182,影视杂谈,727861,3663,9502,7125,8224,2677
808171,吃素的狮子,47006491,和“少爷”up主互换身份一天！体验豪宅超跑美女管家！,1553311847,08:04,//i1.hdslb.com/bfs/archive/99f143c32cf7ede222f8457a018ddd2b2d716bbc.jpg,484,21,日常,1391302,5315,2665,48610,28696,15836
398510,泽野螳螂,328159,【全明星乐团】数码宝♂贝,1344219782,01:54,//i1.hdslb.com/bfs/archive/ff0a3fee9b75520b823189aad885b17c70f2a88c.jpg,114,22,鬼畜调教,531638,5626,620,1083,957,4316
1643718,山下智博,9470283,【绅士一分钟】国外老司机专用中文教科书《Dirty Chinese》，整本书从内而外散发着黄色的气息。,1490835659,04:28,//i0.hdslb.com/bfs/archive/c63e80e311b9015a0fbc69a563cc2e28852d1a1e.jpg,268,138,搞笑,250775,2591,629,78,2784,1263
423895,怕上火暴王老菊,459239,这是一款励志的游戏【←_←,1359804533,24:33,//i0.hdslb.com/bfs/archive/7fc22e24861c9e23aa4c9b3720f027ab79b3ec33.jpg,1473,17,单机游戏,252057,5369,355,163,623,832
808171,吃素的狮子,41091986,【狮乐园】运动王！和美少女一起大汗淋漓！,1547866818,45:54,//i0.hdslb.com/bfs/archive/36c330f7fd5ced934c71eb22e2b7cb260c17da95.jpg,2754,71,综艺,186785,6255,1218,15810,17530,10283
1643718,山下智博,2589124,【绅士大概一分钟】北海道零食介绍,1437171768,06:22,//i2.hdslb.com/bfs/archive/a5267ecad9807298eb5aa9dd93639edfb7320632.jpg,382,138,搞笑,247742,7700,450,25,200,965
10462362,天天卡牌,25493603,【煮鸡时刻】第45期 大哥，我跟鱼干起来了,1529814212,11:42,//i2.hdslb.com/bfs/archive/bf1f6df35328120991f7b51da16e7f35f0f66667.jpg,702,17,单机游戏,967402,3485,797,6136,10812,2042
8047632,哔哩哔哩弹幕网,5079467,bilibili七周年 ★ 一路有你,1466870400,01:08,//i2.hdslb.com/bfs/archive/8028a6be61866625631a1f12bbdd1b18599c3894.png,68,27,综合,299105,27133,28737,354,29140,17143
777536,LexBurner,2458050,听说大家都看了复仇者联盟2，那就让我们一起来吐槽它吧,1434721185,05:59,//i1.hdslb.com/bfs/archive/445dc42e93e3a2ee0f06c0c640273ba06b82afee.png,359,138,搞笑,1489844,16069,1861,1730,4731,8368
123938419,嘻咦啊看,41976680,【嘻咦啊看】你看这两个假笑男孩，像不像你和你岳父 —— 岳父迟早会有的,1548687903,16:22,//i2.hdslb.com/bfs/archive/9d7838548e8387135eb51f47d7b0ad2bf1312326.jpg,982,182,影视杂谈,763020,8376,2925,25546,32110,6553
562197,中国BOY超级大猩猩,492014,看BOY叔叔试爆僵尸蛋蛋,1362271134,25:50,//i0.hdslb.com/bfs/archive/f70830617d291d9b8d86ecb7bf65ed8935c34965.jpg,1550,17,单机游戏,12872,84,145,48,62,27
168598,逍遥散人,5341627,【散人】眼花缭乱 画出你自己的i wanna,1468562038,36:48,//i1.hdslb.com/bfs/archive/08b08848a08c7c8941af90ac651871773f358525.jpg,2208,17,单机游戏,671598,40390,3627,2378,14892,10471
1643718,山下智博,3113413,【绅士大概一分钟】⑦受欢迎运动TOP3,1445726642,03:33,//i1.hdslb.com/bfs/archive/8b73a3cbe808ec4d53a25faaf2e3cf257dc72b40.jpg,213,138,搞笑,274618,5145,1441,11,327,212
7349,STN工作室,46662436,【屎O说】好莱坞再也拍不好日式科幻？,1552907551,10:19,//i1.hdslb.com/bfs/archive/6db187bb49886194234a42121a86d683ae35523a.jpg,619,182,影视杂谈,187419,1118,1369,7545,6201,2797
433351,EdmundDZhang,16613645,【老E】我和我最后的倔强,1511495206,10:30,//i1.hdslb.com/bfs/archive/66ba373c20d5e18e8958795f3fedc036ebdbefdd.jpg,630,17,单机游戏,1668751,21358,3301,12973,47673,13519
10462362,天天卡牌,37782449,【煮鸡时刻】第58期 回想被它支配的恐惧,1544343002,12:48,//i1.hdslb.com/bfs/archive/7207ffe787e4a99f7ce0e0b4dee4f017c580d947.jpg,768,17,单机游戏,682499,3048,702,8214,8279,1653
32786875,信誓蛋蛋,24166529,美国大学生眼中的中国高考: 怎么可能这么难?,1527729944,04:11,//i0.hdslb.com/bfs/archive/d57be7bec1513006c69256ac3e5f672539285dde.jpg,251,21,日常,1236645,8412,2992,19959,13587,3635
1532165,papi酱,5292449,papi酱——本期视频献给所有已经毕业和即将毕业的人,1468236620,04:58,//i0.hdslb.com/bfs/archive/30270aa8aa03b48ce0eea553f641b4473af26fbf.jpg,298,138,搞笑,1322739,21294,4020,2139,23885,14251
562197,中国BOY超级大猩猩,12517708,DISTRAINT#END丨最终还是抵挡不住金钱的诱惑！,1500848832,54:38,//i2.hdslb.com/bfs/archive/4a44eba793d64b66c08edaf49295b4933e0cbfb8.jpg,3278,17,单机游戏,353456,17643,2745,1760,9023,2167
433351,EdmundDZhang,2982361,【老E】有趣的游戏BUG合集04,1443656521,05:56,//i2.hdslb.com/bfs/archive/cd2e18e9d3f58d691aeee8e290e516551630f261.jpg,356,17,单机游戏,1685388,17109,1956,987,10385,15720
122879,敖厂长,41026438,【敖厂长】美女手机壳竟然暗藏机关,1547790581,05:07,//i0.hdslb.com/bfs/archive/e4a7334d997c6c87c57baf0fa5edafbdaed87920.jpg,307,138,搞笑,1996422,7975,3120,71690,62749,14209
375375,伊丽莎白鼠,819706,【翻拍鬼畜素材】校园微电影《杰哥不要》（2P彩蛋）,1383388711,11:26,//i1.hdslb.com/bfs/archive/c06d62dad7fd0f2efee42bb8afefa9bad1a1a342.jpg,686,174,其他,168579,5234,729,646,742,1661
1643718,山下智博,3277259,【绅士大概一分钟】③某蝗虫汁拌饭,1448407961,04:19,//i0.hdslb.com/bfs/archive/3b76d7cfd5581937cdb1f7dbe39684a1f952b180.jpg,259,138,搞笑,286562,5032,722,52,366,380
927587,木鱼水心,13123889,【木鱼微剧场】《葫芦兄弟》,1502202304,12:10,//i1.hdslb.com/bfs/archive/dc0c08309d530a5523f682b1283cd2c640831bfc.jpg,730,27,综合,341779,6095,2984,581,5415,1360
123938419,嘻咦啊看,16810235,【阅后即瞎】这首歌不但刺耳还扎眼睛,1512058847,03:23,//i0.hdslb.com/bfs/archive/696479dac3a27b3fbd405f5fcfbbf72f7790fab3.jpg,203,182,影视杂谈,1763371,8287,5470,25808,130747,27176
808171,吃素的狮子,11043156,不用再防！黄沙之中的硬核手机广告！,1496678412,07:23,//i2.hdslb.com/bfs/archive/708a3d984f010cd9fa550efc5904dd60e9cafed2.jpg,443,138,搞笑,82041,1980,1100,232,1962,791
7349,STN工作室,754166,有看点：老板，提莫多少钱一斤？,1378777278,09:34,//i0.hdslb.com/bfs/archive/fdd025f53b5be34741afa035453de13bc7564a36.png,574,17,单机游戏,278622,2635,293,50,1306,1282
562197,中国BOY超级大猩猩,17646351,Among the Sleep#2丨切 这游戏一点都不吓人嘛！,1514284113,18:36,//i2.hdslb.com/bfs/archive/015874ac84e2c3b7f2c9c3fd9cfd0afae673b60c.jpg,1116,17,单机游戏,322232,5566,1331,4280,3388,1246
168598,逍遥散人,43516059,【散人】deltarune三角符文 第一章（完结含隐藏boss）,1550125560,215:14,//i2.hdslb.com/bfs/archive/ff90ebc5b2306da6e95844a2292d36ffff008f41.jpg,12914,17,单机游戏,870442,22280,3315,23234,22756,15139
168598,逍遥散人,6095448,【散人&普通人】疯狂小兔子的奇妙冒险,1472611048,48:45,//i1.hdslb.com/bfs/archive/e36d176f608246c223b9e8c3641d4008ff962117.jpg,2925,17,单机游戏,438064,14556,2780,937,8263,4351
927587,木鱼水心,4883008,【木鱼微剧场】X战警系列前传《X战警：第一战》,1465200156,06:40,//i1.hdslb.com/bfs/archive/b40e35a05b051a22818a09ec1fb669e564c24c04.jpg,400,182,影视杂谈,175151,589,178,239,694,1054
1643718,山下智博,3605051,【绅士大概一分钟】①上大学去寻找二次元吧！,1453047808,03:02,//i2.hdslb.com/bfs/archive/fad34eb61bc260efffdc7954809d7625fe58bfa0.jpg,182,138,搞笑,297175,5482,1130,64,1667,842
927587,木鱼水心,15876863,【木鱼微剧场】《雷神2：黑暗世界》漫威电影系列,1509371372,12:50,//i2.hdslb.com/bfs/archive/2f4a93f570837039fd8bbab5c9175c739b0ec24f.jpg,770,182,影视杂谈,531798,3054,1080,2078,4833,2114
122879,敖厂长,279049,厂长竟遭查水表！,1338711644,09:42,//i2.hdslb.com/bfs/archive/c33462c108571496edc513ca11520319ee809522.jpg,582,17,单机游戏,604481,15742,423,278,328,700
562197,中国BOY超级大猩猩,18924335,The Dummy Experiment丨玩到说不出来人话,1517309647,08:43,//i2.hdslb.com/bfs/archive/68adc942dfc18319ed855f2afb7b579db9e68266.jpg,523,17,单机游戏,473212,5158,3240,6057,4838,1200
32786875,信誓蛋蛋,30671813,美国人真的用星巴克咖啡煮泡面吗？,1535592632,10:04,//i0.hdslb.com/bfs/archive/9b1ca42e8ab2071e56266d0d33bf97400b1c0e55.jpg,604,21,日常,1863262,25918,4683,101794,80817,7711
7349,STN工作室,28623782,【由玩家说03】-鸦-karas，独臂的战神,1533486671,09:12,//i1.hdslb.com/bfs/archive/a338e33a3134c7813ae35127856dbbdfa03f3b1f.jpg,552,17,单机游戏,162825,1213,987,6381,8659,2343
43536,黑桐谷歌,999963,黑桐谷歌【丧尸围城3】地毯式娱乐实况 07,1394267416,60:28,//i2.hdslb.com/bfs/archive/028e973e3fd50e4631b6e3b86a316e88a9e69cc5.jpg,3628,17,单机游戏,79786,2860,134,11,98,355
43536,黑桐谷歌,999960,黑桐谷歌【丧尸围城3】地毯式娱乐实况 06,1394267368,55:41,//i1.hdslb.com/bfs/archive/ea9f3e746579cbf2706084396ed990487d77b3d3.jpg,3341,17,单机游戏,79399,3222,129,11,92,351
585267,纯黑-克劳狄乌斯,1360387,纯黑《美国末日：重制版》绝地难度攻略解说 第一期,1406910957,60:00,//i0.hdslb.com/bfs/archive/dbe6a1b810662a363492cbd8863d5bd7c612914a.jpg,3600,17,单机游戏,1430362,64952,2582,3256,11972,9723
433351,EdmundDZhang,8569498,【老E】第一次约会 Part.03,1486883423,35:37,//i2.hdslb.com/bfs/archive/244ed02326d7594386f58db4ec828436ef580cff.jpg,2137,17,单机游戏,694056,16708,4663,967,21034,7572
123938419,嘻咦啊看,40747125,【嘻咦啊看】除了啃老，你能啃的还有很多,1547473340,16:35,//i0.hdslb.com/bfs/archive/f33b3eb35fd7be4e1487544d780e1ab78db5b95a.jpg,995,182,影视杂谈,1283370,11047,4855,41656,47548,8841
562197,中国BOY超级大猩猩,3703329,艾米丽想要和你玩（Emily Wants To Play）丨妈妈这里有个变态尾行我！,1454130810,18:49,//i0.hdslb.com/bfs/archive/41fa5c9f26ada181872ffd9625d6a741c25c2515.jpg,1129,17,单机游戏,99499,8069,723,162,895,752
808171,吃素的狮子,47677645,精子捐献是怎样的体验？,1553916354,08:28,//i0.hdslb.com/bfs/archive/1a639ac4590db86eac1a43a15ddcb9c486b6c48d.jpg,508,21,日常,2069840,17319,9877,86348,51927,26359
2403047,嘟督不噶油,2540093,［新秩序］谁才是隐藏在德军中的爆菊高手？！,1436276272,05:34,//i0.hdslb.com/bfs/archive/5d632d2b4def9031e1325f78e17bb0af1f7f25de.jpg,334,17,单机游戏,208072,996,120,670,1229,652
585267,纯黑-克劳狄乌斯,48185540,【纯黑】《生化危机2：重制版》初见里昂篇 P4,1554294576,31:04,//i0.hdslb.com/bfs/archive/85f04b173ca235b55bc2c5038ddd212a0e8b0a4f.jpg,1864,17,单机游戏,256035,2264,1138,11049,4888,1633
4162287,渗透之C君,18711299,【C菌】游戏中最经典的十句台词，你都听过吗？,1516896038,16:27,//i0.hdslb.com/bfs/archive/4952b2c6960d0579914b738bd96bebbd8f6bc74a.jpg,987,17,单机游戏,1477047,30065,8162,24041,51040,23571
423895,怕上火暴王老菊,10437308,王老菊的小小梦魇02|手控福利,1494331038,44:41,//i2.hdslb.com/bfs/archive/80fc0071f73015726c94b03f0bcd2982ab8b135d.jpg,2681,17,单机游戏,307835,9827,1977,206,7744,1294
562197,中国BOY超级大猩猩,34881591,588的电脑能不能玩LOL？499买到的笔记本9年前居然价值接近2w,1540872947,16:53,//i2.hdslb.com/bfs/archive/179fa029191dd6586ce8f10e4d24b6a83ea7ac6f.jpg,1013,21,日常,1128298,21987,24038,54064,74191,8301
777536,LexBurner,3097094,【LexBurner】超垃圾的续作电影热血高校3,1445482972,09:36,//i0.hdslb.com/bfs/archive/65b7d2fedcf74c2ba2baa5f5e8f1f430d1f157ed.jpg,576,138,搞笑,1078991,12432,2217,1314,2451,2338
946974,影视飓风,10109619,【NAB2017】：国造5K Terra终于来了,1493195004,04:07,//i1.hdslb.com/bfs/archive/9b46db83feb2700ce253c8db8e9167646f57974d.jpg,248,189,电脑装机,13985,83,56,5,98,76
808171,吃素的狮子,5309054,【王司徒/葛平】婚介先生,1468337066,03:59,//i2.hdslb.com/bfs/archive/4b07db6d0532e44a888c565dcdf4883b64637608.jpg,239,22,鬼畜调教,652119,14249,3426,1171,33028,30867
63231,泛式,33620016,【泛式】十月新番大吐槽第一弹！这味道.....是黑马的味道！「新番妙妙屋09」,1539254495,10:37,//i1.hdslb.com/bfs/archive/67b9a944327d00f63bc25b821cef7ecf52b830f7.jpg,637,27,综合,1499355,9912,2918,51922,84008,36148
546195,老番茄,16188111,给死神打工！（PART1）,1510298168,13:43,//i0.hdslb.com/bfs/archive/dfb8c8d7ac067458b67d90bda069651e7b2bc2a2.jpg,823,17,单机游戏,766023,3937,1443,5168,5529,2875
1643718,山下智博,10060450,【绅士一分钟】老美喜欢的纽约美食，亚洲人觉得难吃到吐,1493001090,04:45,//i0.hdslb.com/bfs/archive/d4b9f5e064791c2752b890c27535c1a5172d987b.jpg,285,21,日常,296998,3677,1049,72,2275,530
433351,EdmundDZhang,34160693,【老E】这就是你的替身吗！EOEO!,1539945305,12:09,//i1.hdslb.com/bfs/archive/c231377c8ad1225b9823825d209cf5a77abfeb4e.jpg,729,17,单机游戏,1019882,6718,1953,29846,48012,11738
2403047,嘟督不噶油,17613619,【嘟督】爸妈不在家才敢玩Animoji……这个UP主疯得没救了……,1514194136,07:58,//i1.hdslb.com/bfs/archive/09e7a795c2a65454e89da8e744ee591805071f2a.jpg,478,138,搞笑,796163,10622,1904,14072,35839,14280
946974,影视飓风,17564492,#VLOG#你有一份来自Tim的圣诞礼物，点击拆开,1514079155,14:42,//i0.hdslb.com/bfs/archive/a6bb5e83c5b037dc3962224a24177450a4134db6.jpg,882,95,手机平板,33767,525,198,277,641,156
808171,吃素的狮子,48267426,二师兄！师父的桃被大师兄偷走啦！,1554379247,03:18,//i1.hdslb.com/bfs/archive/948e57747fa21136cc4b6f958f84b825d01cf0b0.jpg,198,172,手机游戏,311812,370,512,10082,3264,1587
433351,EdmundDZhang,2589284,【老E】中国牌皇(Dou Di Zhu of King)的崛起,1437179989,47:18,//i0.hdslb.com/bfs/archive/3d6e664100f4494cf807d8973619692f2a942c8b.jpg,2838,173,桌游棋牌,891592,20373,1560,183,1535,1169
1643718,山下智博,2163298,【绅士大概一分钟】不浪费的食物玩法,1427753205,03:16,//i1.hdslb.com/bfs/archive/623c7a45f52bff316a2e50ba2a44442577158871.jpg,196,138,搞笑,553758,3624,384,75,178,932
562197,中国BOY超级大猩猩,1770078,【中国BOY】GTA5大作死之旅,1417608520,22:03,//i1.hdslb.com/bfs/archive/36e88f82c30ce2f74f583c31e71ccdeedca3ecfe.jpg,1323,17,单机游戏,35172,363,83,130,33,140
585267,纯黑-克劳狄乌斯,1311324,纯黑《看门狗》迅猛式视频攻略解说 第十期 最高难度 中文剧情,1405874710,40:00,//i0.hdslb.com/bfs/archive/83645b9e26484fb66636c0a98deea8827ab242b9.jpg,2400,17,单机游戏,579050,18133,957,402,2747,3200
174501086,哔哩哔哩会员购,24511295,【人间相遇】来与Radwimps在现场相约吧,1528374306,00:44,//i0.hdslb.com/bfs/archive/8bb617dbde7deddb40a81ea206998035d9ea2e46.jpg,44,29,音乐现场,5505,11,82,891,101,63
777536,LexBurner,38092814,2018年最烂的游戏！结局气的人要砸显示屏！,1544715251,13:15,//i0.hdslb.com/bfs/archive/2481d329c7cd5fe60c90e8c4753969ab99a4f087.jpg,795,17,单机游戏,1394725,13275,9801,44868,33786,12030
777536,LexBurner,9470683,【Lex】是男人就上60层,1490785288,35:43,//i2.hdslb.com/bfs/archive/8374c233a9b235e0baef0197992c1f376a4c5cf1.jpg,2143,65,网络游戏,607424,3589,2331,232,3573,779
1643718,山下智博,1884752,【绅士大概一分钟】如何辨别萝莉,1421112353,02:18,//i0.hdslb.com/bfs/archive/c9f2de8e6cb463beed6f730d5cb36810f6a34a7c.png,138,138,搞笑,238512,1966,184,118,194,552
562197,中国BOY超级大猩猩,17351495,Emily Wants to Play Too正式版#2丨它们都回来了！,1513491394,12:49,//i2.hdslb.com/bfs/archive/90b11986b9f7813da6f20f346ce4c1744fdedcd4.jpg,769,17,单机游戏,429384,11452,1772,5375,5401,1649
946974,影视飓风,11518717,也许你会想要这盏不可破坏的灯,1498072302,07:11,//i2.hdslb.com/bfs/archive/74f811829effc1109bc27f4a983b246670e35a6b.jpg,431,190,摄影摄像,14931,74,70,28,244,55
562197,中国BOY超级大猩猩,5325314,这个盒子里面有什么？,1468461287,12:30,//i1.hdslb.com/bfs/archive/4126e928f0f8507b8014a9ed095b66e472201d0e.jpg,750,17,单机游戏,525808,5582,2262,523,4198,1394
32786875,信誓蛋蛋,15925927,聊天,1509533483,03:20,//i0.hdslb.com/bfs/archive/62d8356a832828c385efbde841aca2d2f49851b2.jpg,200,21,日常,71904,756,709,6199,5941,466
43536,黑桐谷歌,393810,黑桐谷歌【生化危机6】A-5中文字幕视频攻略解,1352859841,47:50,//i0.hdslb.com/bfs/archive/eb7d62be07d39ee6bc75b13704acf2b3308011fb.jpg,2870,17,单机游戏,99645,10424,188,14,258,223
4162287,渗透之C君,22709005,【C菌】这游戏绝了，第一关你都过不了...智障游戏合集【第44期】,1524970808,27:17,//i0.hdslb.com/bfs/archive/591639ea6b6177d261d45d5308cc54558580e071.jpg,1637,17,单机游戏,1628141,20249,4577,34112,87723,27428
423895,怕上火暴王老菊,12321508,王老菊教你当王老炮,1500393647,36:34,//i0.hdslb.com/bfs/archive/28d911ccf3887e6571b4c7772b5e148eb2c870a8.jpg,2194,65,网络游戏,564654,9693,3978,329,9737,2740
927587,木鱼水心,5210645,【所以和黑粉结婚了】木鱼三分钟影评——导演不同的结果不同,1467706290,03:48,//i2.hdslb.com/bfs/archive/94ab3a7bfd166a966d48d83c3529645c3dc4c105.jpg,228,182,影视杂谈,149253,649,377,65,485,570
1643718,山下智博,11338445,【整蛊】瞬间吓尿！火遍全日本的面相占卜APP，卦象究竟有多下吓人？小天使三河又被整了？！【绅士一分钟】,1497496180,02:43,//i1.hdslb.com/bfs/archive/d92ffb2989873474a7cf5aefdcddba44c8d76166.jpg,163,138,搞笑,503769,3183,1359,371,5375,1852
562197,中国BOY超级大猩猩,3080781,【手残联盟】GMOD传炸弹模式丨看我如何机智的排爆！,1445164349,17:09,//i0.hdslb.com/bfs/archive/e8ac584f716b42eed8763f5d35e9481ce5e8246b.jpg,1029,17,单机游戏,112427,727,139,229,119,590
1643718,山下智博,5325365,【死或生5】Q君被山下爆衣了！,1468461613,15:29,//i1.hdslb.com/bfs/archive/b743d524fe7ea97adbe1ddbd744ab3febe9d6351.jpg,929,17,单机游戏,433795,11037,1499,113,3152,1523
562197,中国BOY超级大猩猩,2015864,【中国BOY】畸形试玩丨怪物都是刚烈的汉子,1424231502,10:44,//i2.hdslb.com/bfs/archive/3b68dca41ccbae2c65973364dad5be5e74f3dda1.jpg,644,17,单机游戏,14312,543,30,28,24,59
43536,黑桐谷歌,11256514,黑桐谷歌【塞尔达传说-荒野之息】13,1497226840,58:52,//i0.hdslb.com/bfs/archive/c6dea675a70492ada323519b8c63154d00fba264.jpg,3532,17,单机游戏,278038,4435,589,479,3761,1590
562197,中国BOY超级大猩猩,1540734,【中国BOY】萌萌小人大冒险,1411038942,35:38,//i0.hdslb.com/bfs/archive/ca1bcd3215e688c3662a07b61bb3865cb9ad5ce3.jpg,2138,17,单机游戏,10698,294,37,31,19,41
43536,黑桐谷歌,1065595,黑桐谷歌【神秘海域-德瑞克船长的宝藏】10宝物保管库的核心、地下碉堡、不速之客,1397562745,41:28,//i2.hdslb.com/bfs/archive/d42b02e178ac295f065e2f8d6251319d9b2f8202.jpg,2488,17,单机游戏,47751,2770,137,5,139,136
168598,逍遥散人,918114,[散人]怎样为兄弟泡一壶热茶,1390101811,26:24,//i1.hdslb.com/bfs/archive/3eb2b4115aa5e09ec43aed25b24908191b09db3c.png,1584,17,单机游戏,229422,11862,402,144,907,1953
562197,中国BOY超级大猩猩,15254148,在环球影城拍下了狰狞的照片（VLOG）,1507564877,08:15,//i2.hdslb.com/bfs/archive/620572be1f13c0f562f5629ab17a0dbc2c00d911.jpg,495,21,日常,323244,7810,2965,3300,10631,1290
7349,STN工作室,9143014,【屎O说】止痛药 子弹时间与核能手电筒(下),1489395134,13:09,//i0.hdslb.com/bfs/archive/6906e50476e41b5d6c2a1feff4b8357918dd5d24.jpg,789,17,单机游戏,297041,2100,822,51,6010,807
946974,影视飓风,11109063,飓风评测：Ursa Mini Pro,1496720639,09:36,//i0.hdslb.com/bfs/archive/f0b7b5644278f4f1e35afb284e07e2a48b84eb7d.jpg,576,190,摄影摄像,20413,151,92,34,293,99
433351,EdmundDZhang,13058740,【老E】这是一个新手吃鸡教程！,1502078166,12:41,//i2.hdslb.com/bfs/archive/bd76058f2f4184a9a47ef9c5121611cddd4e106f.jpg,761,65,网络游戏,2112621,24235,6275,6841,86781,22022
168598,逍遥散人,164468,坑爹游戏I wanna be the magnanimity Part9,1319930676,25:07,//i1.hdslb.com/bfs/archive/0d63cc41ca20fb1460cccd30686b4dd75a792d56.jpg,1507,17,单机游戏,51859,4602,100,303,359,773
546195,老番茄,13877931,七夕节老番茄只和自己玩游戏,1503891004,19:29,//i1.hdslb.com/bfs/archive/af818e368edec8b8d3167bf23cf344a859b6c716.jpg,1169,17,单机游戏,1052699,24642,6801,4442,37954,5375
1643718,山下智博,3883585,【绅士大概一分钟】⑤永远持续那最爽的瞬间,1455814294,04:02,//i0.hdslb.com/bfs/archive/982f83544c2591c3b3a8348753b74b9c6427b689.jpg,242,138,搞笑,283789,9067,973,28,1551,447
562197,中国BOY超级大猩猩,38043704,真相大白！丨Hello Neighbor ：Hide and Seek 结局,1544697038,25:15,//i1.hdslb.com/bfs/archive/652634d59933ee03269289bc2bde5e71ee4d88c4.jpg,1515,17,单机游戏,528838,8022,1930,23270,18330,4854
10462362,天天卡牌,5145139,守望先锋【午时已到】第2期：大即是空，空即是大,1467261216,09:42,//i0.hdslb.com/bfs/archive/e6a23bd69fe8da3cc3ab281759d54d9f8396495f.jpg,582,171,电子竞技,929210,5233,1161,53,2982,2890
777536,LexBurner,40304666,2018全球最好评如潮的动画，第一在国内竟鲜为人知！,1547018622,14:33,//i2.hdslb.com/bfs/archive/1fe522b2c474dbe999401d80a00ad09069cd7eec.jpg,873,27,综合,2902851,38473,23393,252698,327987,152357
168598,逍遥散人,40353816,【散人】最惨皇帝后宫记之斗妃嫔争（已更新4P）,1547091041,64:22,//i1.hdslb.com/bfs/archive/2155d4bf96625bf41d99c1fef9e8691bd65d4c70.jpg,3862,17,单机游戏,633773,19766,3843,22145,26762,20561
43536,黑桐谷歌,819852,黑桐谷歌【GTA5】01富兰克林和拉玛、有借有还、牵拖人生一、小查、狗仔,1383393987,60:10,//i2.hdslb.com/bfs/archive/26a2f7f8a6922dad6f3bce2b2afc56f6dc1d8b53.jpg,3610,17,单机游戏,190707,4917,560,102,710,1029
4162287,渗透之C君,8684037,【C菌】纽约街头偶遇"川普" 【C菌的旅行电影: 纽约篇】,1487398077,52:31,//i2.hdslb.com/bfs/archive/b8eb543352f6e9d9e361f7cf58d0a0ad9a7a31f9.jpg,3151,21,日常,965642,58339,8682,1684,76582,22888
250858633,华农兄弟,31064920,华农兄弟：公鼠被小哥吃得不够了，只好去兄弟家抓几只,1536029965,02:38,//i2.hdslb.com/bfs/archive/10b112f82e79e780a49e3813545cd574ae37a47b.jpg,158,75,动物圈,1261501,2762,1219,10978,3679,1145
43536,黑桐谷歌,1016458,黑桐谷歌【GTA5】28抛戈弃甲、目标风险、诈领保险、深海意外,1395150506,37:57,//i2.hdslb.com/bfs/archive/33d7975050f344da9b6bb813c7ec0755b1931369.jpg,2277,17,单机游戏,77119,4883,162,13,192,240
423895,怕上火暴王老菊,14451291,王老菊教你做菜,1505388633,32:03,//i0.hdslb.com/bfs/archive/bae6aa42352e09e8a602951c5da7da28356e4b53.jpg,1923,172,手机游戏,476122,10473,2444,995,7701,1858
7349,STN工作室,4915905,【史丹利快报第二季】19：不，爸爸，不是你想的那样！,1465462604,20:13,//i2.hdslb.com/bfs/archive/184cb3b9edb4f8765f7a4857e655624a9f204ff4.jpg,1213,65,网络游戏,661340,8993,3316,65,4566,1063
7349,STN工作室,2589355,【史丹利快报】7：你这粗鄙之人！,1437182237,25:06,//i0.hdslb.com/bfs/archive/bac83540e0f0b947e7e66148d61f8ca286f4b3be.jpg,1506,138,搞笑,251017,4144,313,37,981,485
